student_id,origin_country,destination_country,destination_city,university_name,course_name,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,placement_status,placement_country,placement_company,starting_salary_usd,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score
S04311,UK,Finland,Espoo,Aalto University,Biotechnology,Natural Sciences,2023,Yes,Quality of Life,2025,Not Placed,N/A,N/A,0,2.78,Tier 4,Blue Card,TOEFL,8.1
S04312,Germany,Ireland,Dublin,Technological University Dublin,Architecture,Engineering,2019,No,Scholarship,2020,Not Placed,N/A,N/A,0,3.09,Schengen Student Visa,PSW,PTE,5.1
S04313,Canada,South Africa,Johannesburg,University of Johannesburg,Biotechnology,Medicine,2021,No,Scholarship,2023,Placed,South Africa,Amazon,64072,2.59,Student Visa,Blue Card,TOEFL,7
S04314,USA,South Africa,Johannesburg,University of the Witwatersrand,Biotechnology,Engineering,2023,No,Political Stability,2024,Not Placed,N/A,N/A,0,3.81,Student Visa,OPT,TOEFL,6.8
S04315,India,Finland,Turku,University of Turku,Finance,Engineering,2023,No,Job Opportunities,2024,Placed,Finland,Deloitte,142644,2.76,Tier 4,PSW,IELTS,8.4
S04316,India,UAE,Abu Dhabi,Zayed University,Electrical Engineering,Arts,2021,Yes,Quality of Life,2023,Placed,UAE,Microsoft,106086,2.83,Study Permit,OPT,Duolingo,6.9
S04317,India,UAE,Abu Dhabi,Khalifa University,Medicine,Arts,2021,Yes,Higher Ranking,2024,Not Placed,N/A,N/A,0,3.86,F1,Work Permit,TOEFL,8.7
S04318,Ireland,UK,Cambridge,University of Cambridge,Law,Engineering,2023,No,Quality of Life,2024,Not Placed,N/A,N/A,0,2.65,Tier 4,OPT,TOEFL,6.4
S04319,Ireland,UK,Oxford,University of Oxford,Business Administration,Medicine,2023,Yes,Political Stability,2025,Not Placed,N/A,N/A,0,3.12,Tier 4,OPT,Duolingo,8.4
S04320,Germany,South Africa,Pretoria,University of Pretoria,Biotechnology,Social Sciences,2022,Yes,Higher Ranking,2025,Placed,South Africa,Microsoft,127482,2.78,J1,OPT,PTE,7.9
S04321,UK,UAE,Abu Dhabi,Khalifa University,Law,Social Sciences,2021,No,Higher Ranking,2024,Not Placed,N/A,N/A,0,2.76,Tier 4,OPT,TOEFL,6.2
S04322,USA,Russia,Novosibirsk,Novosibirsk State University,Business Administration,Natural Sciences,2023,Yes,Political Stability,2026,Placed,Russia,McKinsey,78675,3.91,Tier 4,Post-Study Visa,IELTS,8.2
S04323,UK,UAE,Dubai,Heriot-Watt Dubai,Mechanical Engineering,Engineering,2023,Yes,Higher Ranking,2024,Not Placed,N/A,N/A,0,2.92,Schengen Student Visa,Post-Study Visa,None,0
S04324,Germany,India,Pilani,BITS Pilani,Law,Arts,2019,No,Job Opportunities,2022,Not Placed,N/A,N/A,0,3.3,Schengen Student Visa,Work Permit,IELTS,8.5
S04325,UK,South Africa,Johannesburg,University of the Witwatersrand,Psychology,Computer Science,2019,Yes,Political Stability,2022,Placed,South Africa,McKinsey,76572,3.95,J1,OPT,None,0
S04326,India,USA,Boston,Harvard University,Economics,Natural Sciences,2023,No,Quality of Life,2024,Placed,USA,Apple,118731,3.58,F1,Work Permit,Duolingo,7.3
S04327,Russia,UAE,Dubai,Heriot-Watt Dubai,Law,Natural Sciences,2019,Yes,Higher Ranking,2022,Placed,UAE,Siemens,120414,3.19,Tier 4,OPT,None,0
S04328,UAE,Ireland,Dublin,Trinity College Dublin,Electrical Engineering,Medicine,2021,Yes,Quality of Life,2024,Placed,Ireland,Microsoft,95748,2.73,Tier 4,Work Permit,TOEFL,7
S04329,Ireland,Canada,Ottawa,University of Ottawa,Data Science,Social Sciences,2023,No,Quality of Life,2024,Placed,Canada,Facebook,65270,3.43,J1,Work Permit,Duolingo,6.5
S04330,UK,Germany,Munich,LMU Munich,Design,Social Sciences,2020,Yes,Job Opportunities,2023,Placed,Germany,Microsoft,34514,3.61,F1,Post-Study Visa,TOEFL,6.2
S04331,Germany,Canada,Kingston,Queen's University,Business Administration,Medicine,2019,No,Scholarship,2020,Placed,Canada,SAP,94846,3.91,Study Permit,OPT,Duolingo,5.6
S04332,Russia,India,Delhi,Delhi University,Medicine,Business,2023,No,Scholarship,2024,Not Placed,N/A,N/A,0,3.02,Tier 4,Post-Study Visa,Duolingo,7.4
S04333,UK,Russia,Moscow,Higher School of Economics,Computer Science,Arts,2023,Yes,Job Opportunities,2026,Placed,Russia,Microsoft,58970,2.96,Tier 4,Work Permit,Duolingo,7.5
S04334,South Africa,UAE,Dubai,Middlesex University Dubai,Civil Engineering,Arts,2023,Yes,Political Stability,2025,Not Placed,N/A,N/A,0,3.9,Schengen Student Visa,OPT,IELTS,6.7
S04335,Germany,Canada,Vancouver,Simon Fraser University,Architecture,Engineering,2022,No,Quality of Life,2023,Placed,Canada,Deloitte,149544,2.84,J1,OPT,None,0
S04336,Germany,UAE,Dubai,Heriot-Watt Dubai,Finance,Natural Sciences,2022,No,Higher Ranking,2023,Not Placed,N/A,N/A,0,3.14,Student Visa,Blue Card,TOEFL,6.5
S04337,Ireland,Germany,Stuttgart,University of Stuttgart,Data Science,Medicine,2019,Yes,Higher Ranking,2021,Placed,Germany,Deloitte,49488,3.12,Tier 4,OPT,PTE,5.8
S04338,South Africa,Germany,Munich,Technical University of Munich,Political Science,Medicine,2022,No,Quality of Life,2024,Placed,Germany,IBM,66681,2.66,F1,PSW,TOEFL,6.6
S04339,USA,Canada,Vancouver,Simon Fraser University,Psychology,Engineering,2021,Yes,Political Stability,2022,Not Placed,N/A,N/A,0,3.23,Study Permit,Work Permit,None,0
S04340,USA,UK,Cambridge,University of Cambridge,Economics,Business,2019,Yes,Job Opportunities,2022,Placed,UK,IBM,147827,3.95,Study Permit,PSW,TOEFL,8.1
S04341,India,UK,Edinburgh,University of Edinburgh,Design,Computer Science,2019,No,Political Stability,2021,Not Placed,N/A,N/A,0,3.21,Study Permit,Blue Card,PTE,7.5
S04342,USA,Finland,Helsinki,University of Helsinki,Data Science,Natural Sciences,2023,Yes,Scholarship,2024,Not Placed,N/A,N/A,0,3.25,Schengen Student Visa,PSW,Duolingo,6.8
S04343,Canada,South Africa,Cape Town,University of Cape Town,Biotechnology,Arts,2022,Yes,Scholarship,2024,Placed,South Africa,McKinsey,120758,2.64,Student Visa,PSW,Duolingo,8
S04344,South Africa,Germany,Berlin,Humboldt University,Civil Engineering,Engineering,2019,No,Higher Ranking,2021,Not Placed,N/A,N/A,0,2.74,J1,PSW,PTE,5.5
S04345,UK,Ireland,Dublin,Trinity College Dublin,Architecture,Arts,2022,No,Quality of Life,2024,Placed,Ireland,Apple,93406,2.73,Study Permit,PSW,IELTS,8.3
S04346,UAE,Finland,Turku,Ã…bo Akademi University,Biotechnology,Business,2023,Yes,Quality of Life,2026,Not Placed,N/A,N/A,0,2.58,Study Permit,PSW,IELTS,5.3
S04347,Canada,Germany,Stuttgart,University of Stuttgart,Data Science,Medicine,2020,No,Political Stability,2021,Placed,Germany,Google,70870,2.8,Schengen Student Visa,PSW,IELTS,7.2
S04348,Germany,South Africa,Cape Town,University of Cape Town,Electrical Engineering,Natural Sciences,2021,No,Political Stability,2022,Not Placed,N/A,N/A,0,3.81,Study Permit,OPT,IELTS,7.7
S04349,UAE,USA,New York,Columbia University,Medicine,Social Sciences,2022,No,Political Stability,2023,Not Placed,N/A,N/A,0,3.16,Tier 4,PSW,Duolingo,5.2
S04350,Ireland,Canada,London,Western University,Architecture,Business,2020,Yes,Quality of Life,2022,Placed,Canada,Amazon,45104,3.44,J1,OPT,PTE,6.3
S04351,Ireland,Germany,Aachen,RWTH Aachen,Design,Engineering,2023,Yes,Job Opportunities,2024,Not Placed,N/A,N/A,0,4,F1,OPT,PTE,6.3
S04352,Ireland,UK,Manchester,University of Manchester,Business Administration,Engineering,2022,Yes,Job Opportunities,2023,Not Placed,N/A,N/A,0,3.27,F1,Blue Card,PTE,8.9
S04353,USA,Germany,Stuttgart,University of Stuttgart,Law,Social Sciences,2020,Yes,Scholarship,2023,Placed,Germany,Apple,43904,3.76,Tier 4,Work Permit,TOEFL,7.3
S04354,India,UAE,Dubai,Middlesex University Dubai,Medicine,Medicine,2020,No,Political Stability,2023,Placed,UAE,Tesla,103498,3.61,Tier 4,Post-Study Visa,IELTS,6.2
S04355,Finland,UK,London,Imperial College London,Business Administration,Natural Sciences,2019,Yes,Scholarship,2021,Placed,UK,Amazon,68666,3.57,Study Permit,Post-Study Visa,IELTS,5.2
S04356,Germany,South Africa,Stellenbosch,Stellenbosch University,Design,Medicine,2022,Yes,Political Stability,2024,Placed,South Africa,Microsoft,74287,3.1,F1,PSW,PTE,9
S04357,Canada,Ireland,Dublin,Trinity College Dublin,Architecture,Law,2019,No,Job Opportunities,2022,Not Placed,N/A,N/A,0,2.51,Tier 4,PSW,PTE,7.1
S04358,Finland,India,Tiruchirappalli,NIT Trichy,Electrical Engineering,Medicine,2019,Yes,Quality of Life,2020,Not Placed,N/A,N/A,0,3.34,J1,Blue Card,IELTS,8.6
S04359,USA,India,Delhi,JNU Delhi,Mechanical Engineering,Social Sciences,2023,Yes,Scholarship,2024,Placed,India,IBM,51403,2.69,Study Permit,OPT,None,0
S04360,Russia,India,Mumbai,IIT Bombay,Design,Arts,2020,No,Job Opportunities,2022,Placed,India,SAP,120835,3.94,F1,OPT,Duolingo,6.8
S04361,India,South Africa,Pretoria,University of Pretoria,Political Science,Arts,2021,No,Job Opportunities,2022,Not Placed,N/A,N/A,0,3.58,Study Permit,Work Permit,IELTS,7.1
S04362,South Africa,India,Delhi,JNU Delhi,Business Administration,Computer Science,2020,No,Political Stability,2021,Not Placed,N/A,N/A,0,2.79,J1,OPT,Duolingo,5.1
S04363,India,Germany,Berlin,TU Berlin,Economics,Natural Sciences,2021,No,Scholarship,2022,Placed,Germany,Amazon,92332,3.51,Schengen Student Visa,OPT,None,0
S04364,UAE,Ireland,Dublin,Technological University Dublin,Electrical Engineering,Natural Sciences,2021,No,Quality of Life,2022,Placed,Ireland,Intel,31490,3.89,J1,Blue Card,Duolingo,8.8
S04365,Ireland,UAE,Dubai,Heriot-Watt Dubai,Mechanical Engineering,Medicine,2020,Yes,Political Stability,2023,Not Placed,N/A,N/A,0,3.41,Schengen Student Visa,PSW,TOEFL,6.3
S04366,UAE,UK,London,King's College London,Design,Natural Sciences,2020,No,Quality of Life,2021,Not Placed,N/A,N/A,0,2.67,Study Permit,Post-Study Visa,TOEFL,6.1
S04367,Germany,UK,Cambridge,University of Cambridge,Computer Science,Medicine,2019,No,Job Opportunities,2021,Not Placed,N/A,N/A,0,3.24,Student Visa,Blue Card,None,0
S04368,South Africa,India,Delhi,Delhi University,Architecture,Social Sciences,2021,No,Higher Ranking,2022,Not Placed,N/A,N/A,0,3.44,Schengen Student Visa,Post-Study Visa,PTE,7
S04369,UK,South Africa,Pretoria,University of Pretoria,Political Science,Engineering,2021,No,Political Stability,2023,Placed,South Africa,Facebook,121463,3.97,F1,PSW,PTE,5.7
S04370,Germany,Russia,Saint Petersburg,Saint Petersburg State University,Design,Social Sciences,2019,Yes,Scholarship,2021,Not Placed,N/A,N/A,0,3.5,Schengen Student Visa,Work Permit,Duolingo,6.8
S04371,Finland,South Africa,Johannesburg,University of Johannesburg,Biotechnology,Social Sciences,2022,No,Job Opportunities,2023,Placed,South Africa,Amazon,120573,3.22,Student Visa,OPT,PTE,6.2
S04372,Canada,USA,Boston,MIT,Mechanical Engineering,Law,2023,No,Quality of Life,2025,Not Placed,N/A,N/A,0,3.81,Schengen Student Visa,Blue Card,PTE,7
S04373,South Africa,Canada,Vancouver,Simon Fraser University,Psychology,Social Sciences,2022,Yes,Job Opportunities,2023,Placed,Canada,Facebook,115310,3.49,J1,Blue Card,PTE,6.1
S04374,Russia,South Africa,Grahamstown,Rhodes University,Political Science,Medicine,2023,No,Political Stability,2024,Not Placed,N/A,N/A,0,2.59,Schengen Student Visa,Blue Card,PTE,6.7
S04375,South Africa,Russia,Moscow,Bauman Moscow State Technical University,Medicine,Law,2022,Yes,Scholarship,2023,Placed,Russia,McKinsey,132131,3.85,Student Visa,PSW,IELTS,8.5
S04376,UK,Germany,Munich,LMU Munich,Psychology,Engineering,2020,Yes,Political Stability,2023,Placed,Germany,McKinsey,44788,3.93,J1,OPT,PTE,5.5
S04377,Russia,Canada,Vancouver,Simon Fraser University,Political Science,Engineering,2019,Yes,Quality of Life,2022,Placed,Canada,Apple,112943,2.65,Study Permit,OPT,Duolingo,9
S04378,South Africa,Ireland,Dublin,Technological University Dublin,Business Administration,Social Sciences,2019,No,Scholarship,2020,Not Placed,N/A,N/A,0,3.38,Tier 4,Post-Study Visa,Duolingo,6.6
S04379,Russia,Ireland,Dublin,University College Dublin,Finance,Social Sciences,2020,No,Job Opportunities,2022,Not Placed,N/A,N/A,0,3.19,Tier 4,Blue Card,PTE,7.4
S04380,Canada,South Africa,Johannesburg,University of Johannesburg,Design,Business,2021,Yes,Quality of Life,2022,Not Placed,N/A,N/A,0,3.72,F1,Work Permit,IELTS,8.9
S04381,UAE,Russia,Kazan,Kazan Federal University,Finance,Law,2022,Yes,Quality of Life,2024,Placed,Russia,Goldman Sachs,117838,3.51,Student Visa,Post-Study Visa,IELTS,6.2
S04382,Finland,Germany,Heidelberg,Heidelberg University,Psychology,Business,2021,Yes,Quality of Life,2023,Placed,Germany,IBM,35692,3.26,F1,PSW,None,0
S04383,Russia,USA,Chicago,University of Chicago,Electrical Engineering,Natural Sciences,2020,Yes,Quality of Life,2022,Placed,USA,McKinsey,52363,2.59,J1,OPT,None,0
S04384,Germany,UK,Birmingham,University of Birmingham,Architecture,Business,2023,No,Political Stability,2024,Placed,UK,Tesla,44516,2.54,F1,OPT,Duolingo,5
S04385,Finland,USA,New York,NYU,Civil Engineering,Arts,2021,No,Quality of Life,2022,Not Placed,N/A,N/A,0,2.56,Tier 4,Blue Card,TOEFL,8.7
S04386,Canada,Russia,Novosibirsk,Novosibirsk State University,Civil Engineering,Social Sciences,2020,No,Higher Ranking,2021,Not Placed,N/A,N/A,0,3.38,J1,Work Permit,None,0
S04387,USA,Finland,Turku,University of Turku,Electrical Engineering,Engineering,2019,No,Job Opportunities,2021,Placed,Finland,Siemens,97045,3.85,Study Permit,Blue Card,TOEFL,7.9
S04388,India,Finland,Tampere,Tampere University,Finance,Engineering,2021,Yes,Higher Ranking,2024,Not Placed,N/A,N/A,0,3.99,Schengen Student Visa,Blue Card,None,0
S04389,Canada,India,Delhi,IIT Delhi,Civil Engineering,Business,2019,No,Job Opportunities,2021,Not Placed,N/A,N/A,0,3.22,Study Permit,Blue Card,IELTS,5.5
S04390,Canada,UAE,Dubai,Heriot-Watt Dubai,Mechanical Engineering,Arts,2019,No,Higher Ranking,2020,Placed,UAE,Deloitte,50389,3.39,Schengen Student Visa,Work Permit,IELTS,7.8
S04391,USA,Russia,Saint Petersburg,Saint Petersburg State University,Law,Engineering,2022,No,Quality of Life,2025,Not Placed,N/A,N/A,0,3.84,Study Permit,Blue Card,Duolingo,6.9
S04392,UAE,Germany,Heidelberg,Heidelberg University,Mechanical Engineering,Business,2021,No,Quality of Life,2024,Not Placed,N/A,N/A,0,3.93,J1,Post-Study Visa,Duolingo,7
S04393,Ireland,Russia,Moscow,Bauman Moscow State Technical University,Law,Natural Sciences,2021,No,Political Stability,2022,Not Placed,N/A,N/A,0,2.63,Tier 4,PSW,IELTS,5.7
S04394,India,South Africa,Grahamstown,Rhodes University,Architecture,Natural Sciences,2020,No,Political Stability,2022,Not Placed,N/A,N/A,0,3.7,Schengen Student Visa,PSW,TOEFL,7.1
S04395,USA,Ireland,Galway,National University of Ireland Galway,Medicine,Law,2020,No,Job Opportunities,2023,Placed,Ireland,Deloitte,103387,3.02,F1,Blue Card,IELTS,8.5
S04396,Germany,Russia,Moscow,Bauman Moscow State Technical University,Electrical Engineering,Business,2022,No,Quality of Life,2024,Placed,Russia,Goldman Sachs,48484,3.97,Student Visa,Work Permit,None,0
S04397,UAE,Germany,Munich,Technical University of Munich,Finance,Natural Sciences,2023,No,Political Stability,2025,Placed,Germany,Google,57021,3.83,J1,Work Permit,TOEFL,9
S04398,Russia,UK,London,King's College London,Psychology,Social Sciences,2020,Yes,Scholarship,2023,Not Placed,N/A,N/A,0,3.73,Study Permit,PSW,Duolingo,8.8
S04399,Finland,UK,London,Imperial College London,Medicine,Natural Sciences,2020,Yes,Scholarship,2021,Placed,UK,Apple,91988,2.96,Student Visa,Post-Study Visa,PTE,5.4
S04400,South Africa,Germany,Stuttgart,University of Stuttgart,Law,Natural Sciences,2020,Yes,Higher Ranking,2022,Not Placed,N/A,N/A,0,3.33,F1,Post-Study Visa,PTE,7.3
S04401,India,Germany,Berlin,Humboldt University,Data Science,Computer Science,2022,No,Higher Ranking,2023,Not Placed,N/A,N/A,0,3.17,Tier 4,Post-Study Visa,IELTS,8.3
S04402,USA,South Africa,Pretoria,University of Pretoria,Law,Law,2019,Yes,Job Opportunities,2022,Placed,South Africa,IBM,52994,2.67,Student Visa,OPT,TOEFL,7.4
S04403,USA,Russia,Saint Petersburg,Saint Petersburg State University,Business Administration,Computer Science,2019,No,Quality of Life,2022,Placed,Russia,Amazon,84909,3.59,J1,PSW,TOEFL,6.8
S04404,India,South Africa,Cape Town,University of Cape Town,Psychology,Business,2023,Yes,Job Opportunities,2025,Placed,South Africa,Google,33159,3.68,F1,Work Permit,TOEFL,5.9
S04405,Ireland,USA,San Francisco,UC Berkeley,Medicine,Natural Sciences,2022,Yes,Higher Ranking,2023,Not Placed,N/A,N/A,0,3.24,Student Visa,Post-Study Visa,PTE,7.2
S04406,Germany,USA,San Francisco,UC Berkeley,Computer Science,Arts,2019,Yes,Job Opportunities,2020,Placed,USA,Facebook,148876,2.65,Tier 4,PSW,PTE,7.3
S04407,India,USA,Boston,Harvard University,Political Science,Medicine,2019,Yes,Scholarship,2021,Placed,USA,Intel,66231,3.68,Student Visa,Work Permit,PTE,5.9
S04408,Russia,USA,Boston,Harvard University,Business Administration,Business,2019,Yes,Quality of Life,2020,Not Placed,N/A,N/A,0,2.59,Study Permit,OPT,PTE,8.6
S04409,India,Ireland,Cork,University College Cork,Business Administration,Natural Sciences,2023,Yes,Scholarship,2025,Not Placed,N/A,N/A,0,3.31,Study Permit,Blue Card,TOEFL,8.7
S04410,UK,Canada,Montreal,McGill University,Business Administration,Medicine,2021,Yes,Scholarship,2023,Not Placed,N/A,N/A,0,3.68,Student Visa,PSW,PTE,7.8
S04411,South Africa,Ireland,Galway,National University of Ireland Galway,Medicine,Arts,2020,No,Scholarship,2023,Placed,Ireland,Amazon,138796,2.54,Student Visa,OPT,None,0
S04412,Russia,Canada,Vancouver,Simon Fraser University,Psychology,Business,2023,No,Scholarship,2025,Not Placed,N/A,N/A,0,3.89,J1,Post-Study Visa,None,0
S04413,USA,Germany,Berlin,Humboldt University,Biotechnology,Natural Sciences,2020,Yes,Scholarship,2021,Not Placed,N/A,N/A,0,3.95,Study Permit,PSW,IELTS,5.3
S04414,Canada,USA,Boston,MIT,Medicine,Social Sciences,2023,No,Political Stability,2026,Placed,USA,Tesla,103953,3.17,Study Permit,Blue Card,Duolingo,5.3
S04415,USA,Russia,Kazan,Kazan Federal University,Electrical Engineering,Law,2019,Yes,Quality of Life,2021,Not Placed,N/A,N/A,0,3.1,Tier 4,Blue Card,Duolingo,6.7
S04416,UAE,Finland,Espoo,Aalto University,Economics,Medicine,2023,No,Scholarship,2024,Placed,Finland,Apple,81516,2.57,Study Permit,Post-Study Visa,TOEFL,8
S04417,Germany,UAE,Dubai,Heriot-Watt Dubai,Civil Engineering,Arts,2020,Yes,Political Stability,2021,Not Placed,N/A,N/A,0,2.86,Student Visa,Blue Card,IELTS,7.3
S04418,Ireland,India,Chennai,IIT Madras,Design,Engineering,2022,No,Quality of Life,2025,Placed,India,Facebook,59099,2.64,Schengen Student Visa,OPT,None,0
S04419,Germany,Ireland,Dublin,University College Dublin,Data Science,Arts,2022,No,Higher Ranking,2023,Placed,Ireland,Siemens,111442,3.28,Student Visa,Work Permit,TOEFL,8.3
S04420,India,Canada,Montreal,McGill University,Data Science,Natural Sciences,2023,Yes,Political Stability,2026,Placed,Canada,Deloitte,32236,3.53,F1,Post-Study Visa,IELTS,7.5
S04421,Canada,Ireland,Galway,National University of Ireland Galway,Architecture,Law,2021,No,Scholarship,2022,Placed,Ireland,SAP,134959,3.1,Schengen Student Visa,Blue Card,IELTS,6.4
S04422,Russia,UK,Manchester,University of Manchester,Computer Science,Social Sciences,2023,No,Political Stability,2024,Placed,UK,Microsoft,109370,2.58,Schengen Student Visa,Work Permit,IELTS,7.3
S04423,Russia,South Africa,Johannesburg,University of Johannesburg,Design,Arts,2021,Yes,Job Opportunities,2022,Placed,South Africa,IBM,34027,3.13,Schengen Student Visa,Post-Study Visa,Duolingo,8
S04424,UK,Finland,Espoo,Aalto University,Medicine,Business,2023,No,Political Stability,2026,Placed,Finland,Goldman Sachs,88399,2.68,F1,OPT,IELTS,6.8
S04425,Germany,UAE,Dubai,Heriot-Watt Dubai,Computer Science,Medicine,2022,Yes,Higher Ranking,2024,Not Placed,N/A,N/A,0,3.85,J1,PSW,PTE,5.7
S04426,South Africa,Finland,Lappeenranta,LUT University,Finance,Business,2019,No,Job Opportunities,2020,Placed,Finland,Intel,147032,3.32,Study Permit,Blue Card,IELTS,5.9
S04427,UK,UAE,Dubai,University of Dubai,Electrical Engineering,Law,2022,No,Scholarship,2025,Placed,UAE,Facebook,56202,3.48,Study Permit,Work Permit,None,0
S04428,UK,Ireland,Maynooth,Maynooth University,Political Science,Natural Sciences,2023,No,Scholarship,2024,Not Placed,N/A,N/A,0,2.86,F1,Blue Card,Duolingo,5.5
S04429,Finland,UAE,Dubai,University of Dubai,Architecture,Natural Sciences,2019,Yes,Quality of Life,2020,Not Placed,N/A,N/A,0,3.69,Schengen Student Visa,Post-Study Visa,IELTS,8.1
S04430,UAE,South Africa,Cape Town,University of Cape Town,Psychology,Natural Sciences,2020,No,Political Stability,2021,Not Placed,N/A,N/A,0,3.13,Tier 4,PSW,PTE,7.1
S04431,UAE,Russia,Moscow,Moscow Institute of Physics and Technology,Mechanical Engineering,Computer Science,2022,No,Quality of Life,2023,Not Placed,N/A,N/A,0,3.17,Schengen Student Visa,Post-Study Visa,TOEFL,6.8
S04432,Germany,Russia,Moscow,Higher School of Economics,Law,Engineering,2022,Yes,Higher Ranking,2023,Placed,Russia,Siemens,99189,2.99,F1,PSW,Duolingo,7.3
S04433,Finland,Ireland,Dublin,Trinity College Dublin,Political Science,Engineering,2023,No,Higher Ranking,2026,Not Placed,N/A,N/A,0,3.51,Student Visa,Post-Study Visa,PTE,7.5
S04434,Russia,Finland,Lappeenranta,LUT University,Medicine,Arts,2019,No,Political Stability,2020,Not Placed,N/A,N/A,0,3.9,F1,Work Permit,PTE,9
S04435,Germany,South Africa,Durban,University of KwaZulu-Natal,Biotechnology,Natural Sciences,2020,No,Scholarship,2023,Not Placed,N/A,N/A,0,2.54,J1,Work Permit,Duolingo,6.9
S04436,UAE,UK,London,King's College London,Psychology,Computer Science,2019,Yes,Scholarship,2021,Not Placed,N/A,N/A,0,2.77,Tier 4,Work Permit,TOEFL,8.1
S04437,Ireland,India,Mumbai,IIT Bombay,Data Science,Computer Science,2019,Yes,Higher Ranking,2022,Placed,India,Siemens,57000,3.57,J1,Work Permit,TOEFL,8.1
S04438,South Africa,Germany,Berlin,Humboldt University,Biotechnology,Computer Science,2020,Yes,Job Opportunities,2022,Placed,Germany,McKinsey,95548,3.35,F1,OPT,None,0
S04439,India,South Africa,Cape Town,University of Cape Town,Electrical Engineering,Arts,2021,Yes,Higher Ranking,2022,Placed,South Africa,SAP,61643,3.06,Tier 4,Post-Study Visa,IELTS,7.9
S04440,Ireland,Germany,Munich,LMU Munich,Computer Science,Business,2023,No,Job Opportunities,2024,Placed,Germany,Intel,76457,3.47,F1,Blue Card,IELTS,6.2
S04441,Canada,Ireland,Maynooth,Maynooth University,Architecture,Law,2023,Yes,Higher Ranking,2025,Placed,Ireland,Facebook,123107,3.12,Study Permit,PSW,PTE,8.2
S04442,Canada,Russia,Novosibirsk,Novosibirsk State University,Biotechnology,Law,2021,Yes,Political Stability,2023,Not Placed,N/A,N/A,0,3.75,Tier 4,Work Permit,Duolingo,7.7
S04443,Canada,Germany,Munich,LMU Munich,Mechanical Engineering,Engineering,2021,No,Political Stability,2023,Placed,Germany,Intel,142863,2.93,Tier 4,OPT,PTE,6.2
S04444,Ireland,USA,New York,NYU,Economics,Business,2021,No,Scholarship,2024,Not Placed,N/A,N/A,0,3.28,F1,Blue Card,None,0
S04445,Germany,UK,Birmingham,University of Birmingham,Design,Arts,2023,Yes,Scholarship,2025,Not Placed,N/A,N/A,0,3.19,Tier 4,Post-Study Visa,Duolingo,8.6
S04446,India,Canada,Edmonton,University of Alberta,Electrical Engineering,Arts,2020,Yes,Quality of Life,2022,Placed,Canada,Intel,51905,2.99,J1,OPT,TOEFL,5.5
S04447,Germany,UAE,Dubai,Middlesex University Dubai,Law,Law,2020,No,Political Stability,2021,Not Placed,N/A,N/A,0,2.81,Tier 4,OPT,IELTS,8.3
S04448,Ireland,Russia,Moscow,Bauman Moscow State Technical University,Architecture,Arts,2021,Yes,Scholarship,2024,Placed,Russia,Intel,91270,3.32,J1,Blue Card,Duolingo,7.9
S04449,Russia,India,Bangalore,IISc Bangalore,Finance,Social Sciences,2023,No,Scholarship,2024,Placed,India,Microsoft,114580,3.31,Study Permit,Work Permit,Duolingo,6.7
S04450,USA,Canada,Vancouver,Simon Fraser University,Law,Medicine,2023,No,Scholarship,2025,Not Placed,N/A,N/A,0,2.73,F1,Post-Study Visa,TOEFL,8.8
S04451,Canada,Ireland,Dublin,Trinity College Dublin,Architecture,Law,2019,Yes,Job Opportunities,2022,Placed,Ireland,Intel,149547,2.7,J1,Blue Card,None,0
S04452,UK,Germany,Berlin,Humboldt University,Law,Arts,2021,Yes,Political Stability,2023,Not Placed,N/A,N/A,0,3.25,J1,Work Permit,IELTS,5.9
S04453,Canada,Russia,Saint Petersburg,Saint Petersburg State University,Political Science,Engineering,2023,No,Higher Ranking,2025,Placed,Russia,Microsoft,46062,3.46,F1,OPT,IELTS,6.7
S04454,Ireland,Russia,Moscow,Moscow Institute of Physics and Technology,Data Science,Engineering,2020,Yes,Political Stability,2022,Not Placed,N/A,N/A,0,3.36,Schengen Student Visa,OPT,Duolingo,5.7
S04455,UAE,Canada,Toronto,University of Toronto,Computer Science,Social Sciences,2020,Yes,Political Stability,2023,Not Placed,N/A,N/A,0,3.84,Tier 4,Blue Card,IELTS,7.7
S04456,South Africa,Germany,Munich,LMU Munich,Political Science,Computer Science,2021,Yes,Job Opportunities,2023,Not Placed,N/A,N/A,0,2.67,Student Visa,PSW,PTE,8.5
S04457,Ireland,Germany,Heidelberg,Heidelberg University,Data Science,Arts,2019,Yes,Job Opportunities,2022,Not Placed,N/A,N/A,0,3.57,Tier 4,Post-Study Visa,None,0
S04458,UAE,Russia,Saint Petersburg,Saint Petersburg State University,Biotechnology,Law,2020,Yes,Political Stability,2021,Not Placed,N/A,N/A,0,3.64,Student Visa,Blue Card,Duolingo,7.3
S04459,Germany,USA,Boston,Harvard University,Law,Social Sciences,2020,Yes,Higher Ranking,2023,Not Placed,N/A,N/A,0,2.73,Schengen Student Visa,PSW,TOEFL,7.6
S04460,UAE,UK,London,King's College London,Psychology,Medicine,2019,Yes,Political Stability,2022,Not Placed,N/A,N/A,0,2.93,Tier 4,Work Permit,TOEFL,6.1
S04461,USA,Finland,Helsinki,University of Helsinki,Computer Science,Social Sciences,2022,Yes,Job Opportunities,2024,Not Placed,N/A,N/A,0,3.96,Study Permit,OPT,PTE,9
